icao,iata,name,callsign,country,active
TXN,,Texas National Airlines,TEXAS NATIONAL,United States,N
TXO,,Taxis Aereos de Sinaloa,TAXIS SINALOA,Mexico,N
TXP,XS,Texas Spirit,,United States,N
TXR,,Taxirey,TAXIREY,Mexico,N
TXS,,Texas Airlines,TEXAIR,United States,N
TXT,,Texas Air Charters,TEXAS CHARTER,United States,N
TXU,,ATESA Aerotaxis Ecuatorianos,ATESA,Ecuador,N
TXV,,Puerto Vallarta Taxi Aereo,TAXIVALLARTA,Mexico,N
TXW,TQ,Texas Wings,TXW,United States,Y
TXX,,Austin Express,COWBOY,United States,N
TXZ,,Tex Star Air Freight,TEX STAR,United States,N
TYF,,Tayflite,TAYFLITE,United Kingdom,N
TYG,,Trygg-Flyg,TRYGG,Sweden,N
TYR,VO,Tyrolean Airways,TYROLEAN,Austria,Y
TYS,YO,TransHolding System,,Brazil,Y
TYW,,Tyrol Air Ambulance,TYROL AMBULANCE,Austria,N
TZA,,Aero Tomza,AERO TOMZA,Mexico,N
TZE,,Transporte Aereo Ernesto Saenz,TRANSPORTE SAENZ,Mexico,N
TZK,,Tajikstan,TAJIKSTAN,Tajikistan,N
TZT,,Air Zambezi,ZAMBEZI,Zimbabwe,N
TZU,,Servicios Aereos Tamazula,TAMAZULA,Mexico,N
UAA,,University Air Squadron,,United Kingdom,N
UAB,,United Arabian Airlines,UNITED ARABIAN,Sudan,N
UAC,,United Air Charters,UNITAIR,Zimbabwe,Y
UAD,,University Air Squadron,,United Kingdom,N
UAE,EK,Emirates,EMIRATES,United Arab Emirates,Y
UAF,,United Arab Emirates Air Force,UNIFORCE,United Arab Emirates,N
UAG,,Afra Airlines,AFRALINE,Ghana,N
UAH,,University Air Squadron,,United Kingdom,N
UAI,,Union Africaine des Transports,UNAIR,Ivory Coast,N
UAJ,,University Air Squadron,,United Kingdom,N
UAK,,Kiev Aviation Plant,AVIATION PLANT,Ukraine,N
UAL,UA,United Airlines,UNITED,United States,Y
UAR,,Aerostar Airlines,AEROSTAR,Ukraine,N
UAT,,Ukraine Atlantic,,Ukraine,Y
UAY,,University of Birmingham Air Squadron (RAF),UAY,United Kingdom,Y
UBA,UB,Myanma Airways,UNIONAIR,Myanmar,Y
UBD,4H,United Airways,UNITED BANGLADESH,Bangladesh,Y
UBG,,US-Bangla Airlines,,Bangladesh,Y
UCA,C5,CommutAir,COMMUTAIR,United States,Y
UCC,,Uganda Air Cargo,UGANDA CARGO,Uganda,N
UCH,,US Airports Air Charter,US CHARTER,United States,N
UCK,,Air Division of the Eastern Kazakhstan Region,GALETA,Kazakhstan,N
UCO,,Ucoaviacion,UCOAVIACION,Spain,N
UCR,DW,Aero-Charter Ukraine,CHARTER UKRAINE,Ukraine,N
UCS,,United Carriers Systems,UNITED CARRIERS,United States,N
UDA,,Psudiklat Perhubungan Udara/PLP,UDARA,Indonesia,N
UDC,5D,DonbassAero,DONBASS AERO,Ukraine,Y
UDN,,Dniproavia,DNIEPRO,Ukraine,Y
UEA,,United Eagle Airlines,UNITED EAGLE,China,N
UED,,Air LA,AIR L-A,United States,N
UEJ,,Jetcorp,JETCORP,United States,N
UES,,Ues-Avia Aircompany,AVIASYSTEM,Ukraine,N
UFA,,State Flight Academy of Ukraine,FLIGHT ACADEMY,Ukraine,N
UFS,,UFS,FEEDER EXPRESS,United States,N
UGA,,Uganda Airlines,UGANDA,Uganda,N
UGC,,Urgemer Canarias,URGEMER,Spain,N
UGL,,Inter-Island Air,UGLY VAN,United States,N
UGN,,Yuzhnaya Aircompany,PLUTON,Kazakhstan,N
UGP,,Shar Ink,SHARINK,Russia,N
UGX,QU,East African,CRANE,Uganda,Y
UHL,,Ukrainian Helicopters,UKRAINE COPTERS,Ukraine,N
UHS,,Ulyanovsk Higher Civil Aviation School,PILOT AIR,Russia,N
UIA,B7,Uni Air,Glory,Taiwan,Y
UJR,,Universal Jet Rental de Mexico,UNIVERSAL JET,Mexico,N
UJT,,Universal Jet Aviation,UNI-JET,United States,N
UJX,,AtlasGlobal Ukraine,Atlas Ukraine,Ukraine,Y
UKA,,Buzzaway Limited,UKAY,United Kingdom,N
UKI,,UK International Airlines,KHALIQ,United Kingdom,N
UKL,,Ukraine Air Alliance,UKRAINE ALLIANCE,Ukraine,N
UKM,UF,UM Airlines,UKRAINE MEDITERRANEE,Ukraine,Y
UKN,,Ukraine Air Enterprise,ENTERPRISE UKRAINE,Ukraine,N
UKP,,United Kingdom Home Office,POLICE,United Kingdom,N
UKR,6U,Air Ukraine,AIR UKRAINE,Ukraine,N
UKS,6Z,Ukrainian Cargo Airways,CARGOTRANS,Ukraine,N
UKU,,Second Sverdlovsk Air Enterprise,PYSHMA,Russia,N
UKW,5V,Lviv Airlines,UKRAINE WEST,Ukraine,N
UKZ,,Fly Zoom,,United Kingdom,N
ULA,OD,Zuliana de Aviacion,,Venezuela,N
ULS,,Carroll Air Service,ULSTER,United States,N
ULT,,Ultrair,ULTRAIR,United States,N
UMA,,Lineas Aereas del Humaya,HUMAYA,Mexico,N
UMB,,Air Umbria,AIR UMBRIA,Italy,N
UMK,,Yuzhmashavia,YUZMASH,Ukraine,Y
UMS,,Unitemp-M,TOPAZ,Russia,N
UNC,,Uni-Fly,UNICOPTER,Denmark,N
UND,,Atuneros Unidos de California,ATUNEROS UNIDOS,Mexico,N
UNF,,Union Flights,UNION FLIGHTS,United States,N
UNJ,,Universal Jet,PROJET,Spain,N
UNR,,Rivne Universal Avia,RIVNE UNIVERSAL,Ukraine,N
UNS,,Unsped Paket Servisi,UNSPED,Turkey,N
UNT,,Servicios Aereos Universitarios,UNIVERSITARIO,Mexico,N
UNU,,Unifly Servizi Aerei,UNIEURO,Italy,N
UNY,,Lund University School of Aviation,UNIVERSITY,Sweden,N
UPA,GS,Air Foyle,FOYLE,United Kingdom,Y
UPL,,Ukrainian Pilot School,PILOT SCHOOL,Ukraine,N
UPS,5X,United Parcel Service,UPS,United States,N
URA,,Aircompany Rosavia,ROSAVIA,Ukraine,N
URG,3N,Air Urga,URGA,Ukraine,N
URJ,,Star Air,STARAV,Pakistan,N
URN,3T,Turan Air,TURAN,Azerbaijan,Y
URP,,ARP 410 Airlines,AIR-ARP,Ukraine,N
URR,,Aurora Airlines,AIR AURORA,Slovenia,N
URV,,Uraiavia,URAI,Russia,N
URY,,Century Aviation,CENTURY AVIA,Mexico,N
USA,US,US Airways,U S AIR,United States,Y
USB,,Tusheti,TUSHETI,Georgia,N
USC,,US Check Airlines,STAR CHECK,United States,N
USF,,USAfrica Airways,AFRICA EXPRESS,United States,N
USH,,US Helicopter,US-HELI,United States,Y
USJ,,US Jet,USJET,United States,N
USK,,Skif-Air,SKIF-AIR,Ukraine,N
USN,,Smarkand Aero Servise,SAMAS,Uzbekistan,N
UST,,Austro Aereo,AUSTRO AEREO,Ecuador,N
USX,,US Express,AIR EXPRESS,United States,N
UTA,UT,UTair Aviation,UTAIR,Russia,Y
UTG,,UTAGE,UTAGE,Equatorial Guinea,N
UTM,,TAPC Aviatrans Aircompany,AVIATAPS,Uzbekistan,N
UTN,,Trans-Ulgii,TRANS-ULGII,Mongolia,N
UTR,,Utair South Africa,AIRUT,South Africa,N
UTS,,Ukrainian State Air Traffic Service Enterprise,AIRRUH,Ukraine,N
UTT,,Transarabian Transportation Services,ARABIAN TRANSPORT,Uganda,N
UTU,,Urartu-Air,,Armenia,N
UTX,,Avfinity,,United States,N
UTY,QQ,Alliance Airlines,UNITY,Australia,Y
UVA,,Universal Airways,UNIVERSAL,United States,N
UVG,,Universal Airlines,GUYANA JET,Guyana,N
UVM,,Uvavemex,UVAVEMEX,Mexico,N
UVN,,United Aviation,UNITED AVIATION,Kuwait,N
UVS,,Air Universal,UNI-LEONE,Sierra Leone,N
UVT,,Auvia Air,AUVIA,Indonesia,N
UWW,II,LSM International ,moose,Russia,Y
UYC,UY,Cameroon Airlines,CAM-AIR,Cameroon,N
UZA,,Constanta Airline,CONSTANTA,Ukraine,N
UZB,HY,Uzbekistan Airways,UZBEK,Uzbekistan,Y
UZS,,Samarkand Airways,SOGDIANA,Uzbekistan,N
VAA,,Van Air Europe,EUROVAN,Czech Republic,N
VAB,,Airtrans Ltd,,Russia,N
VAC,,Vacationair,VACATIONAIR,Canada,N
VAD,,Aero Taxi Los Valles,VALLES,Spain,N
VAE,,Air Evans,AIR-EVANS,Spain,N
VAG,,Vega,SEGA,Kazakhstan,N
VAI,,Avalair,AIR AVALAIR,Serbia,N
VAL,VC,Voyageur Airways,VOYAGEUR,Canada,N
VAM,,Ameravia,AMERAVIA,Uruguay,N
VAN,,Caravan Air,CAMEL,Mauritania,N
VAP,9R,Phuket Air,PHUKET AIR,Thailand,N
VAS,V8,ATRAN Cargo Airlines,ATRAN,Russian Federation,Y
VAT,,Visionair,VISIONAIR,Ireland,N
VAU,VA,V Australia Airlines,KANGA,Australia,N
VAV,,Angkor Air,AIR ANGKOR,Cambodia,N
VAX,ZV,V Air,,Taiwan,Y
VAZ,,Airlines 400,REMONT AIR,Russia,N
VBA,,V Bird Airlines Netherlands,VEEBEE,Netherlands,N
VBC,,AVB-2004 Ltd,AIR VICTOR,Bulgaria,N
VBD,,V-Berd-Avia,VEEBIRD-AVIA,Armenia,N
VBG,,North-West Air Transport Company - Vyborg,VYBORG AIR,Russia,N
VBI,DJ,Virgin Blue,BLUEY,Australia,N
VBW,2J,Air Burkina,BURKINA,Burkina Faso,Y
VCA,,VICA - Viacao Charter Aereos,VICA,Brazil,N
VCH,,Consorcio Helitec,CONSORCIO HELITEC,Venezuela,N
VCI,,CI-Tours,CI-TOURS,Ivory Coast,N
VCM,,Volare Air Charter Company,CARMEN,United States,N
VCN,,Execujet Charter,AVCON,Switzerland,N
VCR,,Cruiser Linhas Aereas,VOE CRUISER,Brazil,N
VCT,,Viscount Air Service,VISCOUNT AIR,United States,N
VCV,V0,Conviasa,CONVIASA,Venezuela,Y
VCX,VC,Ocean Airlines,OCEANCARGO,Italy,N
VDA,VI,Volga-Dnepr Airlines,VOLGA-DNEPR,Russia,Y
VDO,,Servicios Aereos Avandaro,AVANDARO,Mexico,N
VDR,,Air Vardar,VARDAR,Macedonia,N
VEA,,Vega Airlines,VEGA AIRLINES,Bulgaria,N
VEC,,Venescar Internacional,VECAR,Venezuela,N
VEE,,Victor Echo,VICTOR ECHO,Spain,N
VEG,,Aerovega,AEROVEGA,Mexico,N
VEI,,Virgin Express Ireland,GREEN ISLE,Ireland,N
VEJ,,Aero Ejecutivos,VENEJECUTIV,Venezuela,N
VEN,,Transaven,TRANSAVEN AIRLINE,Venezuela,N
VER,,Almaver,ALMAVER,Mexico,N
VES,,Vieques Air Link,VIEQUES,United States,N
VEX,TV,Virgin Express,VIRGIN EXPRESS,Belgium,Y
VFC,,Vasco Air,VASCO AIR,Vietnam,Y
VFT,,VZ Flights,ZETA FLIGHTS,Mexico,N
VGA,6V,Air Vegas,AIR VEGAS,United States,N
VGC,,Vanguardia en Aviacion en Colima,VANGUARDIA COLIMA,Mexico,N
VGD,,Vanguard Airlines,VANGUARD AIR,United States,N
VGF,,Aerovista Gulf Express,VISTA GULF,United Arab Emirates,N
VGN,VK,Virgin Nigeria Airways,VIRGIN NIGERIA,Nigeria,Y
VGS,,Stichting Vliegschool 16Hoven,SMART,Netherlands,N
VGV,,Vologda State Air Enterprise,VOLOGDA AIR,Russia,N
VHA,,VH-Air Industrie,AIR V-H,Angola,N
VHM,,VHM Schul-und-Charterflug,EARLY BIRD,Germany,N
VHT,,Corporate Flight International,VEGAS HEAT,United States,N
VIA,V1,VIA Líneas Aéreas,,Argentina,Y
VIB,,Vibroair Flugservice,VITUS,Germany,N
VIC,,VIP Servicios Aereos Ejecutivos,VIP-EJECUTIVO,Mexico,N
VID,,Aviaprad,AVIAPRAD,Russia,N
VIE,,VIP Empresarial,VIP EMPRESARIAL,Mexico,N
VIF,,VIF Luftahrt,VIENNA FLIGHT,Austria,N
VIG,,Vega Aviation,VEGA AVIATION,Sudan,N
VIH,,Vichi,VICHI,Moldova,N
VIK,,Viking Airlines,SWEDJET,Sweden,N
VIM,VL,Air VIA,,Bulgaria,Y
VIN,,Vinair - Helicoptereos,VINAIR,Portugal,N
VIP,,Tag Aviation UK,SOVEREIGN,United Kingdom,N
VIR,VS,Virgin Atlantic Airways,VIRGIN,United Kingdom,Y
VIS,,Vision Air International,,Pakistan,Y
VIV,,Aeroenlaces Nacionales,AEROENLACES,Mexico,N
VIZ,,Aerovis Airlines,AEROVIZ,Ukraine,N
VJA,J7,ValueJet,CRITTER,United States,N
VJC,,VietJet Air,VIETJETAIR,Vietnam,Y
VJE,,Avjet International (FZE),,United Arab Emirates,N
VJM,,Viajes Ejecutivos Mexicanos,VIAJES MEXICANOS,Mexico,N
VJT,,Vistajet,VISTA,Canada,N
VKG,,Mytravel Airways,VIKING,Denmark,N
VKH,VQ,Viking Hellas,DELPHI,Greece,Y
VKJ,KT,VickJet,Vickjet,France,Y
VLA,,Valan International Cargo Charter,NALAU,South Africa,N
VLE,VE,Volare Airlines,VOLA,Italy,Y
VLF,,DFS UK Limited,VOLANTE,United Kingdom,N
VLG,VY,Vueling Airlines,VUELING,Spain,Y
VLI,V5,Avolar Aerolineas,AEROVOLAR,Mexico,N
VLK,XF,Vladivostok Air,VLADAIR,Russia,Y
VLL,,RAF Valley SAR Training Unit,,United Kingdom,N
VLM,VG,VLM Airlines,RUBENS,Belgium,Y
VLN,,Valan Limited,VALAN,Moldova,N
VLO,LC,Varig Log,VELOG,Brazil,Y
VLR,,Aerolineas Villaverde,VILLAVERDE,Mexico,N
VLS,,Aero Virel,VIREL,Mexico,N
VLT,,Vertical-T Air Company,VERTICAL,Russia,N
VLU,VF,Valuair,VALUAIR,Singapore,Y
VLV,,Avialift Vladivostok,VLADLIFT,Russia,N
VLX,,Biz Jet Charter,AVOLAR,United States,N
VMA,,Vero Monmouth Airlines,VERO MONMOUTH,United States,N
VME,,Aviacion Comercial de America,AVIAMERICA,Mexico,N
VMM,,Grupo Vuelos Mediterraneo,VUELOS MED,Spain,N
VMP,,Execujet Scandinavia,VAMPIRE,Denmark,N
VMR,,Aero Vilamoura,AERO VILAMOURA,Portugal,N
VNA,,Empresa Aviacion Interamericana,EBBA,Uruguay,N
VNE,,Empresa Venezolana,VENEZOLANA,Venezuela,N
VNG,,Aero Servicios Vanguardia,VANGUARDIA,Mexico,N
VNK,,Vipport Joint Stock Company,,Russia,N
VNP,VH,Virgin Pacific,,Fiji,Y
VNT,,Avient Air Zambia,AVIENT,Zambia,N
VNZ,,Tbilaviamsheni,TBILAVIA,Georgia,N
VOA,VM,Viaggio Air,VIAGGIO,Bulgaria,N
VOE,V7,VOLOTEA Airways,,Spain,Y
VOG,,Voyager Airlines,VOYAGER AIR,Bangladesh,N
VOI,Y4,Volaris,VOLARIS,Mexico,Y
VOL,,Blue Chip Jet,BLUE SPEED,Sweden,N
VOO,,Volotea,Volotea,Spain,Y
VOS,,Rovos Air,ROVOS,South Africa,N
VOZ,VA,Virgin Australia,VIRGIN,Australia,Y
VPA,,VIP Air,VIP TAXI,Slovakia,N
VPB,,Veteran Air,VETERAN,Ukraine,N
VPP,,Vintage Props and Jets,VINTAGE,United States,N
VPV,,VIP-Avia,VIP AVIA,Georgia,N
VQI,,Flyme (VP),,Maldives,Y
VRA,,Vertair,VERITAIR,United Kingdom,N
VRB,,Silverback Cargo Freighters,SILVERBACK,Rwanda,N
VRC,,Taxi de Veracruz,VERACRUZ,Mexico,N
VRD,VX,Virgin America,REDWOOD,United States,Y
VRE,,Volare Airlines,UKRAINE VOLARE,Ukraine,N
VRI,,Aerotaxi Villa Rica,VILLARICA,Mexico,N
VRL,,Voar Lda,VOAR LINHAS,Angola,N
VRN,RG,VRG Linhas Aereas,VARIG,Brazil,Y
VRO,,Aerovitro,AEROVITRO,Mexico,N
VRS,,Sirvair,VAIRSA,Mexico,N
VRT,,Averitt Air Charter,AVERITT,United States,N
VSA,,Avstar Aviation,STARBIRD,South Africa,N
VSB,,Vickers Limited,VICKERS,United Kingdom,N
VSC,,AVESCA,AVESCA,Colombia,N
VSG,,Visig Operaciones Aereas,VISIG,Spain,N
VSN,,Vision Airways Corporation,VISION,Canada,N
VSO,,Voronezh Aircraft Manufacturing Society,VASO,Russia,N
VSP,VP,VASP,VASP,Brazil,Y
VSR,,Aviostart AS,AVIOSTART,Bulgaria,N
VSS,,Virign Islands Seaplane Shuttle,WATERBIRD,United States,N
VSV,DV,Scat Air,VLASTA,Kazakhstan,Y
VTA,VT,Air Tahiti,AIR TAHITI,French Polynesia,Y
VTC,,Vuelos Especializados Tollocan,VUELOS TOLLOCAN,Mexico,N
VTE,,Corporate Flight Management,VOLUNTEER,United States,N
VTG,,Aviacao Transportes Aereos e Cargas,ATACARGO,Angola,N
VTH,,Vuelos Corporativos de Tehuacan,VUELOS TEHUACAN,Mexico,N
VTI,UK,Air Vistara,,India,Y
VTK,,Vostok Airlines,VOSTOK,Russia,N
VTL,,Victor Tagle Larrain,VITALA,Chile,N
VTM,,Aeronaves TSM,AERONAVES TSM,Mexico,N
VTS,,Everts Air Alaska/Everts Air Cargo,EVERTS,United States,N
VTT,,Avia Trans Air Transport,VIATRANSPORT,Sudan,N
VTV,,Vointeh,VOINTEH,Bulgaria,N
VTX,,Verataxis,VERATAXIS,Mexico,N
VTY,,Air Midwest,VICTORY,Nigeria,N
VUE,,AD Aviation,FLIGHTVUE,United Kingdom,Y
VUL,,Elios,ELIOS,Italy,N
VUN,VU,Air Ivoire,AIRIVOIRE,Ivory Coast,Y
VUO,,Aerovuelox,AEROVUELOX,Mexico,N
VUR,,Vuelos Internos Privados VIP,VIPEC,Ecuador,N
VUS,,Vuela Bus,VUELA BUS,Mexico,N
VVA,,Aviast Air,IALSI,Russia,N
VVC,5Z,VivaColombia,,Colombia,Y
VVF,,Dunyaya Bakis Hava Tasimaciligi,WORLDFOCUS,Turkey,N
VVG,,Aerovilla,AEROVILLA,Colombia,N
VVM,ZG,Viva Macau,JACKPOT,Macao,Y
VVN,47,88,,Cyprus,Y
VWA,YY,Virginwings,,Germany,Y
VXG,G2,Avirex,AVIREX-GABON,Gabon,N
VXN,,Sunset Aviation,VIXEN,United States,N
VXP,,Mali Air Express,AVION EXPRESS,Mali,N
VXX,,Aviaexpress Aircompany,EXPRESSAVIA,Ukraine,N
VYT,,RAF Valley Flying Training Unit,ANGLESEY,United Kingdom,N
VZA,,ViznAir,Brian,United States,N
VZL,,Vzlyet,VZLYET,Russia,N
VZR,,Aviazur,IAZUR,France,N
WAA,,Westair Aviation,WESTAIR WINGS,Namibia,N
WAB,,Aero Industries Inc,WABASH,United States,N
WAC,,West African Cargo Airlines,WESTAF CARGO,Mauritania,N
WAD,,Waddington FTU,VULCAN,United Kingdom,N
WAE,,Western Air Express,WESTERN EXPRESS,United States,N
WAF,,Flamenco Airways,FLAMENCO,United States,N
WAG,,Wisconsin Air National Guard,,United States,N
WAJ,,AirAsia Japan,WING ASIA,Japan,Y
WAK,K5,Wings of Alaska,WINGS ALASKA,United States,N
WAL,WA,Western Airlines,WESTERN,United States,Y
WAM,,Air Taxi & Cargo,TAXI CARGO,Sudan,N
WAP,,Arrow Panama,ARROW PANAMA,Panama,N
WAR,,NZ Warbirds Association,WARBIRDS,New Zealand,N
WAS,,Walsten Air Services,WALSTEN,Canada,N
WAT,,Wings Air Transport,,Sudan,N
WAU,WU,Wizz Air Ukraine,WIZZAIR UKRAINE,Ukraine,Y
WAV,,Warbelow's Air Ventures,WARBELOW,United States,N
WAW,,Wings Airways,WING SHUTTLE,United States,N
WAY,,Airways,GARONNE,France,N
WBA,FC,Finncomm Airlines,WESTBIRD,Finland,Y
WBR,,Multi-Aero,WEBER,United States,N
WCA,,West Coast Airways,WEST-LEONE,Sierra Leone,N
WCB,,West Africa Airlines,KILO YANKEE,Ghana,N
WCC,,Sport Air Travel,WEST COAST,United States,N
WCG,,West Coast Airlines,WHISKY INDIA,Ghana,N
WCO,,Columbia Helicopters,COLUMBIA HELI,United States,N
WCP,FE,Primaris Airlines,WHITECAP,United States,N
WCR,,West Caribbean Costa Rica,WEST CARIBBEAN,Costa Rica,N
WCW,,West Caribbean Airways,,Colombia,N
WCY,,Viking Express,TITAN AIR,United States,N
WDA,,Wimbi Dira Airways,WIMBI DIRA,Democratic Republic of Congo,N
WDG,,Ministry of Agriculture, Fisheries and Food,WATCHDOG,N
WDK,,Oxford Air Services,WOODSTOCK,United Kingdom,N
WDL,,WDL Aviation,WDL,Germany,N
WDR,,Air Net Private Charter,WIND RIDER,United States,N
WDS,,Four Winds Aviation,WINDS,United States,N
WDY,C8,Chicago Express,WINDY CITY,United States,N
WEA,,White Eagle Aviation,WHITE EAGLE,Poland,N
WEB,WJ,WebJet Linhas A,WEB-BRASIL,Brazil,Y
WEC,,Universal Airlines,AIRGO,United States,N
WEL,,Veles, Ukrainian Aviation Company,VELES,N
WEN,WR,WestJet Encore,Encore,Canada,Y
WER,W4,AeroWorld ,sovet,Russia,Y
WES,,Western Express Air Lines,WEST EX,Canada,N
WEV,,Victoria International Airways,VICTORIA UGANDA,Uganda,N
WEW,,West Wind Aviation,WESTWIND,Canada,N
WEX,,Wings Express,WINGS EXPRESS,United States,N
WFC,,Swift Copters,SWIFTCOPTERS,Switzerland,N
WFD,,BAE Systems,AVRO,United Kingdom,N
WFO,,Wilbur's Flight Operations,WILBURS,United States,N
WFX,,Westfalia Express VA,,Germany,Y
WGA,,Vega Air Company,WEGA FRANKO,Ukraine,N
WGC,WG,Worldways,,Canada,N
WGP,,Williams Grand Prix Engineering,GRAND PRIX,United Kingdom,N
WGS,,Airwings oy,AIRWINGS,Finland,N
WGT,,Lion Air Services,WORLDGATE,United Kingdom,N
WHE,,Westland Helicopters,WESTLAND,United Kingdom,N
WHR,,Hummingbird Helicopter Service,WHIRLEYBIRD,United States,N
WHS,,Wiking Helikopter Service,WEEKING,Germany,N
WHT,,White,YOUNG SKY,Portugal,N
WHY,,Air Sorel,AIR SOREL,Canada,N
WIA,,Windward Islands Airways International,WINDWARD,Netherland,N
WIF,WF,Widerøe,WIDEROE,Norway,Y
WIG,,Wiggins Airways,WIGGINS AIRWAYS,United States,N
WIL,,Aero Air,WILLIAMETTE,United States,N
WIN,,Winlink,WINLINK,Saint Lucia,N
WIS,,Paccair,WISCAIR,United States,N
WIT,,Wittering FTU,STRIKER,United Kingdom,N
WIW,,V-avia Airline,VEE-AVIA,Ukraine,N
WIZ,,Micromatter Technology Solutions,WIZARD,United Kingdom,N
WJA,WS,WestJet,WESTJET,Canada,Y
WKH,,Kharkov Aircraft Manufacturing Company,WEST-KHARKOV,Ukraine,N
WLA,,Airwaves Airlink,AIRLIMITED,Zambia,N
WLB,,Wings of Lebanon Aviation,WING LEBANON,Lebanon,N
WLC,2W,Welcome Air,WELCOMEAIR,Austria,Y
WLG,,Volga Aviaexpress,GOUMRAK,Russia,N
WLK,,Skyrover CC,SKYWATCH,South Africa,N
WLR,,Air Walser,AIRWALSER,Italy,N
WLS,,Williams Air,WILLIAMS AIR,United States,N
WLT,,Aviation Partners,WINGLET,United States,N
WLV,,Aviation North,WOLVERINE,United States,N
WLX,,West Air Luxembourg,WEST LUX,Luxembourg,N
WML,,Chantilly Air,MARLIN,United States,N
WNA,,Winair,WINAIR,United States,N
WNR,,Wondair on Demand Aviation,WONDAIR,Spain,N
WOA,WO,World Airways,WORLD,United States,Y
WOK,,Kovar Air,WOKAIR,Czech Republic,N
WOL,,Wings Aviation,WINGJET,Guyana,N
WON,IW,Wings Air,WINGS ABADI,Indonesia,Y
WOW,,Air Southwest,SWALLOW,United Kingdom,Y
WPA,,Western Pacific Airservice,WESTPAC,Solomon Islands,N
WPK,,Air-Lift Associates,WOLFPACK,United States,N
WPR,,Auckland Regional Rescue Helicopter Trust,WESTPAC RESCUE,New Zealand,N
WPT,,Wapiti Aviation,WAPITI,Canada,N
WRA,,White River Air Services,,Canada,N
WRC,,Wind Rose Aviation,WIND ROSE,Ukraine,Y
WRF,8V,Wright Air Service,WRIGHT FLYER,United States,N
WRR,,WRA Inc,WRAP AIR,United States,N
WRT,,Wright Air Lines,WRIGHT-AIR,United States,N
WSA,,Westgates Airlines,WESTATES,United States,N
WSC,,Westair Cargo Airlines,WESTCAR,Cote d'Ivoire,N
WSF,,West African Airlines,,Benin,N
WSG,,Wasaya Airways,WASAYA,Canada,N
WSI,,Wind Spirit Air,WIND SPIRIT,United States,N
WSL,,Westflight Aviation,WEST LINE,United Kingdom,N
WSM,,Wisman Aviation,WISMAN,United States,N
WSS,W3,World Scale Airlines,,United States,Y
WST,,Western Air,WESTERN BAHAMAS,Bahamas,N
WTA,FK,Africa West,WEST TOGO,Togo,Y
WTC,,Weasua Air Transport Company,WATCO,Liberia,N
WTF,,West African Air Transport,WESTAF AIRTRANS,Senegal,N
WTJ,,Whitejets,WHITEJET,Brazil,Y
WTN,,BAE Systems,TARNISH,United Kingdom,N
WTP,,Westpoint Air,WESTPOINT,Canada,N
WTV,,Western Aviators,WESTAVIA,United States,N
WVA,,Hand D Aviation,WABASH VALLEY,United States,N
WVL,8Z,Wizz Air Hungary,WIZZBUL,Bulgaria,Y
WWD,CN,Westward Airways,WESTWARD,United States,N
WWI,,Worldwide Jet Charter,WORLDWIDE,United States,N
WWL,,Whyalla Airlines,,Australia,N
WWM,,World Wing Aviation,MANAS WING,Kyrgyzstan,N
WWS,,Worldwide Aviation Services,,Pakistan,N
WYC,,Wycombe Air Centre,WYCOMBE,United Kingdom,N
WYG,,Wyoming Airlines,WYOMING,United States,N
WYT,,2 Sqn No 1 Elementary Flying Training School,,United Kingdom,N
WZP,3J,Zip,ZIPPER,Canada,N
WZZ,W6,Wizz Air,WIZZ AIR,Hungary,Y
XAA,,Aeronautical Radio Inc,,United States,N
XAB,,Xabre Aerolineas,AERO XABRE,Mexico,N
XAC,,Air Charter World,,United States,N
XAD,,Certified Air Dispatch,,United States,N
XAF,,Executive Air Fleet,,United States,N
XAH,,Executive Aircraft Services,,United Kingdom,N
XAK,,Airkenya,SUNEXPRESS,Kenya,N
XAM,,AMR Services Corporation,ALLIANCE,United States,N
XAN,78,Southjet cargo,,United States,Y
XAO,,Airline Operations Services,,United States,N
XAP,,Direct Air trading as Midway Connection,MID-TOWN,United States,N
XAR,,Travel Express Aviation Services,TRAVEL EXPRESS,Indonesia,N
XAS,,PHH Aviation System,,United States,N
XAT,,AT and T Aviation Division,,United States,N
XAU,XA,XAIR USA,XAIR,United States,Y
XAV,,Aviaprom Enterprises,AVIAPROM,Russia,N
XAX,D7,AirAsia X,XANADU,Malaysia,Y
XBG,,City of Bangor,,United States,N
XBM,,CBM America,AIRMAX,United States,Y
XBO,,Baseops International,,United States,N
XCC,,Ecoturistica de Xcalak,XCALAK,Mexico,N
XCL,,Contel ASC,,United States,N
XCO,,Compuflight Operations Service,,United States,N
XCS,,Compuserve Incorporated,,United States,N
XCT,,Aero Costa Taxi Aereo,AEROCOSTAXI,Mexico,N
XCX,,Citibank,,United States,N
XDA,,Bureau Veritas,,France,N
XDD,,Lockheed DUATS,,United States,N
XDS,,Dispatch Services,,United States,N
XDT,,Date Transformation Corp,,United States,N
XDY,,Dynair Services,,United States,N
XEC,,Air Executive Charter,,Germany,N
XEL,,Excel Charter,HELI EXCEL,United Kingdom,Y
XER,,Xerox Corporation,XEROX,United States,N
XFS,,American Flight Service Systems,,United States,N
XFX,,Airways Corporation of New Zealand,AIRCORP,New Zealand,N
XGA,,General Aviation Terminal,,Canada,N
XGG,,IMP Group Aviation Services,,Canada,N
XGS,,Global System,,United States,N
XGW,,Global Weather Dynamics,,United States,N
XIA,,Irving Oil,,Canada,N
